SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
uglify-js.js~667060-667239:42-13,uglify-js.js~664910-664915:9-9,24,1084,60,before,make_sequence,benchmarks/uglify-js.js~667079-667081:32517147-32517283,
uglify-js.js~180825-180828:7-7,lodash.templateSources[27]~4-12:8-1,1,75,52,interpolate,:anonymous,benchmarks/uglify-js.js~180827:6977092-6977168,
uglify-js.js~663525-663530:13-13,uglify-js.js~664115-664118:30-9,61530,62,49,doit,:anonymous,benchmarks/uglify-js.js~663528:32354339-32354361,
uglify-js.js~661959-662010:25-9,<builtin>~1-1:1-1,335,510,27,expr_atom,Function.prototype.apply,benchmarks/uglify-js.js~661970:32295551-32295615,
uglify-js.js~668691-669023:25-9,<builtin>~1-1:1-1,42,3822,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~668880:32608477-32608507,
uglify-js.js~662503-662571:33-9,<builtin>~1-1:1-1,71170,571,18,tw,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~662535:32316750-32316773,
uglify-js.js~670428-670609:5-5,uglify-js.js~662494-662624:48-5,5,1507,144,minify,:anonymous,benchmarks/uglify-js.js~670526:32682731-32682771,
uglify-js.js~668431-668448:13-13,uglify-js.js~660851-660853:17-9,288,170,48,can_inject_symbols,parent,benchmarks/uglify-js.js~668434:32585002-32585027,
uglify-js.js~667905-668002:25-9,<builtin>~1-1:1-1,6,659,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~667915:32560058-32560082,
uglify-js.js~661959-662010:25-9,uglify-js.js~662132-662143:9-9,15,510,94,expr_atom,mark_pure,benchmarks/uglify-js.js~661988:32296539-32296551,
uglify-js.js~666758-666760:26-13,uglify-js.js~666028-666030:55-13,3654,35,35,:anonymous,:anonymous,benchmarks/uglify-js.js~666759:32502038-32502084,
uglify-js.js~669145-669152:13-13,uglify-js.js~660207-660209:15-9,30,30,22,has_symbol_ref,walk,benchmarks/uglify-js.js~669147-669150:32623104-32623278,
uglify-js.js~667060-667239:42-13,uglify-js.js~664370-664378:15-9,6,1143,71,before,warn,benchmarks/uglify-js.js~667108:32518668-32518799,
uglify-js.js~662327-662341:41-13,uglify-js.js~662356-662358:22-9,2817,102,29,:anonymous,:anonymous,benchmarks/uglify-js.js~662333:32308757-32308770,
uglify-js.js~663525-663530:13-13,uglify-js.js~663890-663896:28-9,108,50,62,doit,:anonymous,benchmarks/uglify-js.js~663528:32354339-32354361,
uglify-js.js~661481-661483:9-9,uglify-js.js~661433-661435:9-9,2490,36,26,semicolon,is,benchmarks/uglify-js.js~661482:32278737-32278751,
uglify-js.js~660128-660130:5-5,<builtin>~1-1:1-1,489853,40,12,HOP,Function.prototype.call,benchmarks/uglify-js.js~660129:32215083-32215129,
uglify-js.js~670428-670609:5-5,uglify-js.js~662962-663510:5-5,6,1477,697,minify,OutputStream,benchmarks/uglify-js.js~670567:32684851-32684878,
uglify-js.js~667614-667629:34-9,uglify-js.js~667534-667544:29-13,870,86,114,:anonymous,:anonymous,benchmarks/uglify-js.js~667617:32545098-32545141,
uglify-js.js~666922-666925:13-13,uglify-js.js~666916-666918:9-9,330,45,27,block_aborts,aborts,benchmarks/uglify-js.js~666924:32509827-32509850,
uglify-js.js~665016-665975:9-9,uglify-js.js~665040-665054:13-13,2088,138,127,tighten_body,find_loop_scope_try,benchmarks/uglify-js.js~665018:32416176-32416196,
uglify-js.js~668591-668653:30-9,uglify-js.js~664323-664325:17-9,1206,470,42,:anonymous,option,benchmarks/uglify-js.js~668614:32593311-32593339,
uglify-js.js~663980-663989:38-13,uglify-js.js~662890-662901:40-13,1140,71,117,:anonymous,AST_Node.print,benchmarks/uglify-js.js~663988:32372410-32372427,
uglify-js.js~661412-662317:5-5,uglify-js.js~661004-661398:5-5,5,351,271,parse,tokenizer,benchmarks/uglify-js.js~661423:32276540-32276614,
<builtin>~1-1:1-1,uglify-js.js~668557-668563:42-17,1584,31,49,Array.prototype.forEach,:anonymous,<builtin>~1:0,
uglify-js.js~662144-662178:26-9,uglify-js.js~662144-662178:26-9,1090,236,236,subscripts,subscripts,benchmarks/uglify-js.js~662148-662153:32302208-32302409,
uglify-js.js~660575-660581:41-13,uglify-js.js~660693-660700:16-9,386,78,30,:anonymous,_walk,benchmarks/uglify-js.js~660578:32234044-32234065,
uglify-js.js~664330-664364:19-9,uglify-js.js~664323-664325:17-9,5,205,42,compress,option,benchmarks/uglify-js.js~664331:32386495-32386519,
