SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
typescript.js~566226-566285:5-5,typescript.js~566541-566551:5-5,33,420,60,computeTransformFlagsForNode,computePropertyDeclaration,benchmarks/typescript.js~566270:26890128-26890173,
typescript.js~554617-554638:9-9,typescript.js~553759-553765:9-9,429,140,106,parseLiteralLikeNode,createNode,benchmarks/typescript.js~554618:26270954-26270969,
typescript.js~619867-619879:9-9,typescript.js~621272-621280:9-9,750,170,64,emitBinaryExpression,writeTokenNode,benchmarks/typescript.js~619874:29929857-29929969,
typescript.js~568846-568862:9-9,typescript.js~569138-569140:9-9,48,155,40,checkAndReportErrorForUsingNamespaceModuleAsValue,resolveSymbol,benchmarks/typescript.js~568848:27040142-27040315,
typescript.js~600288-600310:5-5,typescript.js~607682-607687:9-9,102,131,32,visitNode,callExpressionVisitor,benchmarks/typescript.js~600293:28882552-28882564,
typescript.js~565395-565607:9-9,typescript.js~564902-564955:9-9,22,1191,206,bindWorker,declareSymbolAndAddToSymbolTable,benchmarks/typescript.js~565509:26846177-26846273,
typescript.js~654348-654350:9-9,typescript.js~654348-654350:9-9,51394,8,37,IdentifierObject,IdentifierObject,benchmarks/typescript.js~654348-654350:31949472-31949581,
typescript.js~590157-590164:9-9,typescript.js~595135-595147:9-9,36,52,83,checkFunctionDeclaration,checkGrammarForGenerator,benchmarks/typescript.js~590160:28335436-28335465,
typescript.js~582087-582098:13-13,typescript.js~581176-581182:9-9,216,97,59,narrowTypeByTruthiness,containsMatchingReferenceDiscriminant,benchmarks/typescript.js~582094:27843783-27843836,
typescript.js~573181-573183:9-9,typescript.js~547077-547080:5-5,7072,33,42,hasNonBindableDynamicName,hasDynamicName,benchmarks/typescript.js~573182:27307665-27307687,
typescript.js~600321-600369:5-5,typescript.js~602926-602934:9-9,66,336,42,visitNodes,modifierVisitor,benchmarks/typescript.js~600344:28884673-28884685,
typescript.js~594449-594566:9-9,typescript.js~575467-575470:9-9,11,838,46,initializeTypeChecker,getGlobalType,benchmarks/typescript.js~594518:28595177-28595235,
typescript.js~546005-546015:5-5,typescript.js~537094-537109:5-5,396,95,86,childIsDecorated,some,benchmarks/typescript.js~546011:25868440-25868522,
typescript.js~555386-555388:9-9,typescript.js~555372-555385:9-9,24541,20,105,parseIntersectionTypeOrHigher,parseUnionOrIntersectionType,benchmarks/typescript.js~555387:26306550-26306657,
typescript.js~618002-618258:5-5,typescript.js~538479-538485:9-9,12,437,55,transformNodes,mark,benchmarks/typescript.js~618054:29838202-29838239,
typescript.js~624835-625060:9-9,typescript.js~545351-545403:5-5,11,1762,350,verifyCompilerOptions,getErrorSpanForNode,benchmarks/typescript.js~624955:30198961-30199050,
typescript.js~546830-546832:5-5,typescript.js~550912-550917:5-5,1166,71,53,isDeclarationName,isDeclaration,benchmarks/typescript.js~546831:25907549-25907577,
typescript.js~619867-619879:9-9,typescript.js~621976-621981:9-9,750,160,34,emitBinaryExpression,emitLeadingCommentsOfPosition,benchmarks/typescript.js~619873:29929790-29929842,
typescript.js~553927-554018:9-9,typescript.js~553614-553616:9-9,66,520,9,isListElement,token,benchmarks/typescript.js~553993:26237529-26237535,
typescript.js~553739-553746:9-9,typescript.js~543330-543330:36-106,66,61,12,canParseSemicolon,hasPrecedingLineBreak,benchmarks/typescript.js~553745:26224120-26224150,
typescript.js~654092-654099:9-9,typescript.js~654092-654099:9-9,52909,8,144,NodeObject,NodeObject,benchmarks/typescript.js~654092-654099:31938338-31938609,
<builtin>~1-1:1-1,lodash.templateSources[93]~1-13:2-1,1,27,13,Function.prototype.apply,anonymous,<builtin>~1:0,
typescript.js~567277-595876:5-5,typescript.js~569747-569751:9-9,11,7090,39,createTypeChecker,createIntrinsicType,benchmarks/typescript.js~567612:26962514-26962558,
typescript.js~604689-604706:9-9,typescript.js~598541-598544:5-5,276,205,35,visitParameter,setSourceMapRange,benchmarks/typescript.js~604703:29126747-29126810,
typescript.js~550726-550728:5-5,typescript.js~549832-549837:5-5,38008,41,28,isExpression,skipPartiallyEmittedExpressions,benchmarks/typescript.js~550727:26077429-26077468,
typescript.js~545450-545464:5-5,typescript.js~543268-543270:5-5,66,167,28,getJSDocCommentRanges,getTrailingCommentRanges,benchmarks/typescript.js~545456:25841760-25841802,
typescript.js~619880-619896:9-9,typescript.js~621403-621415:9-9,24,169,140,emitConditionalExpression,needsIndentation,benchmarks/typescript.js~619883:29930620-29930673,
typescript.js~592876-593045:9-9,typescript.js~546159-546161:5-5,40825,895,25,checkSourceElement,isInJSFile,benchmarks/typescript.js~592880:28503387-28503405,
typescript.js~554761-554787:9-9,typescript.js~553717-553723:9-9,484,113,39,parseTypeParameter,parseOptional,benchmarks/typescript.js~554764:26277436-26277473,
typescript.js~592876-593045:9-9,typescript.js~589314-589316:9-9,1609,895,24,checkSourceElement,checkArrayType,benchmarks/typescript.js~592929:28505747-28505766,
typescript.js~579607-579628:9-9,<builtin>~1-1:1-1,198,177,42,getTypeReferenceId,Array.prototype.push,benchmarks/typescript.js~579616:27698364-27698385,
typescript.js~537094-537109:5-5,typescript.js~570516-570516:58-136,55,89,25,some,isStaticMethodSymbol,benchmarks/typescript.js~537099:25166691-25166702,
typescript.js~588933-588995:9-9,typescript.js~588976-588994:13-13,70,382,113,checkClassForDuplicateDeclarations,addName,benchmarks/typescript.js~588949:28264698-28264773,
typescript.js~555304-555339:9-9,typescript.js~555194-555252:9-9,24541,218,299,parsePostfixTypeOrHigher,parseNonArrayType,benchmarks/typescript.js~555305:26302897-26302915,
typescript.js~596518-596522:5-5,typescript.js~595919-595923:5-5,106,45,49,createTypeLiteralNode,createSynthesizedNode,benchmarks/typescript.js~596519:28707178-28707221,
typescript.js~556696-556701:9-9,typescript.js~554452-554510:9-9,451,43,235,parseArgumentList,parseDelimitedList,benchmarks/typescript.js~556698:26375829-26375901,
typescript.js~585751-585791:9-9,typescript.js~585675-585700:9-9,12,356,205,checkApplicableSignature,getSpreadArgumentType,benchmarks/typescript.js~585786:28071971-28072053,
typescript.js~608754-608825:9-9,typescript.js~598636-598643:5-5,24,528,55,transformFunctionBody,moveSyntheticComments,benchmarks/typescript.js~608801:29346674-29346720,
typescript.js~608569-608587:9-9,typescript.js~597260-597264:5-5,66,231,49,transformClassMethodDeclarationToStatement,createExpressionStatement,benchmarks/typescript.js~608577:29333547-29333623,
typescript.js~565045-565082:9-9,<builtin>~1-1:1-1,66,268,10,bindObjectLiteralExpression,Map.prototype.set,benchmarks/typescript.js~565072:26821567-26821611,
