SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
terser.js~529061-529067:9-9,terser.js~527495-527506:40-13,144,66,113,force_statement,AST_Node.print,benchmarks/terser.js~529065:24792299-24792316,
terser.js~533798-534126:25-9,terser.js~524147-524149:17-9,10,3834,48,:anonymous,parent,benchmarks/terser.js~533954:25030671-25030689,
terser.js~530881-530956:13-13,terser.js~530941-530955:17-17,25,730,72,join_consecutive_vars,extract_object_assignments,benchmarks/terser.js~530921:24883442-24883480,
terser.js~180610-180702:15-7,<builtin>~1-1:1-1,3,491,12,clock,Function.prototype.call,benchmarks/terser.js~180699:6972968-6973015,
terser.js~532592-532604:28-13,terser.js~531747-531749:26-13,25,126,35,:anonymous,:anonymous,benchmarks/terser.js~532594:24962692-24962735,
terser.js~529577-529584:29-13,terser.js~523209-523211:15-9,50,82,22,:anonymous,walk,benchmarks/terser.js~529581:24815794-24815812,
terser.js~532021-532089:37-13,<builtin>~1-1:1-1,21905,341,18,tw,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~532033:24933408-24933435,
<builtin>~1-1:1-1,terser.js~523904-523907:41-13,4466,12,78,Function.prototype.call,:anonymous,<builtin>~1:0,
terser.js~531916-531918:37-13,<builtin>~1-1:1-1,10,50,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~531917:24928035-24928064,
<builtin>~1-1:1-1,terser.js~523842-523845:41-13,6049,12,55,Function.prototype.call,:anonymous,<builtin>~1:0,
terser.js~523841-523846:16-9,terser.js~524136-524146:17-9,6139,30,87,_walk,_visit,benchmarks/terser.js~523842-523845:24572633-24572765,
terser.js~528488-528520:42-9,terser.js~527495-527506:40-13,174,288,113,:anonymous,AST_Node.print,benchmarks/terser.js~528513:24770144-24770166,
<builtin>~1-1:1-1,lodash.templateSources[81]~1-13:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
terser.js~526683-526685:9-9,terser.js~526620-526647:27-9,3630,24,266,expr_ops,maybe_unary,benchmarks/terser.js~526684:24697223-24697245,
<builtin>~1-1:1-1,<builtin>~1-1:1-1,26460,176,15,RegExp.prototype.[Symbol.replace],RegExp.prototype.get unicode,<builtin>~1:0,
<function>~1-7:2-1,terser.js~197631-197633:5-5,1,130,7,anonymous,noop,<function>~5:569-594,
<builtin>~1-1:1-1,lodash.templateSources[77]~1-13:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
terser.js~524953-525146:38-9,terser.js~525710-525719:9-9,260,1067,60,statement,block_,benchmarks/terser.js~524997:24632625-24632632,
terser.js~528583-528599:26-9,terser.js~527864-527866:13-9,168,113,10,:anonymous,:anonymous,benchmarks/terser.js~528585:24772856-24772869,
terser.js~528921-528953:29-9,terser.js~527864-527866:13-9,72,171,10,:anonymous,:anonymous,benchmarks/terser.js~528923:24786251-24786264,
terser.js~533798-534126:25-9,terser.js~522923-522925:5-5,10,3834,8,:anonymous,return_false,benchmarks/terser.js~534038:25035622-25035652,
terser.js~527056-527175:33-9,terser.js~527277-527280:44-5,484,1187,44,tw,:anonymous,benchmarks/terser.js~527082:24713280-24713306,
terser.js~196740-196743:28-7,lodash.templateSources[63]~1-15:1-2,1,51,10,result,:program,benchmarks/terser.js~196741:7480055-7480107,
terser.js~193912-193923:5-5,<builtin>~1-1:1-1,34,117,12,isPlainObject,Function.prototype.call,benchmarks/terser.js~193920:7394734-7394774,
terser.js~523754-523757:41-13,terser.js~523472-523481:16-9,246,53,30,:anonymous,_walk,benchmarks/terser.js~523756:24569123-24569147,
terser.js~531596-531647:29-13,terser.js~531649-531651:38-13,25,308,28,:anonymous,:anonymous,benchmarks/terser.js~531642:24914399-24914446,
terser.js~526928-526931:21-9,terser.js~526826-526840:41-13,8200,64,106,:anonymous,:anonymous,benchmarks/terser.js~526929:24706656-24706684,
terser.js~529799-529820:29-13,terser.js~529466-529468:13-13,200,158,32,:anonymous,mark,benchmarks/terser.js~529812:24824981-24824998,
terser.js~529061-529067:9-9,terser.js~528105-528107:21-13,288,48,36,force_statement,option,benchmarks/terser.js~529062:24792113-24792135,
terser.js~524150-524162:15-9,<builtin>~1-1:1-1,208527,269,42,push,Array.prototype.push,benchmarks/terser.js~524161:24586090-24586110,
terser.js~524709-524717:9-9,terser.js~524395-524423:9-9,220,47,357,handle_eq_sign,token,benchmarks/terser.js~524713:24621834-24621853,
terser.js~532559-532572:29-13,terser.js~524172-524178:22-9,61,153,66,:anonymous,find_parent,benchmarks/terser.js~532568:24961366-24961398,
terser.js~536159-536359:5-5,terser.js~524849-526816:5-5,5,1612,454,minify,parse,benchmarks/terser.js~536256:25135894-25135926,
terser.js~531806-531808:34-13,terser.js~522923-522925:5-5,5,56,8,:anonymous,return_false,benchmarks/terser.js~531807:24922906-24922942,
terser.js~529306-529323:17-9,terser.js~526972-526976:22-9,32,149,74,before,:anonymous,benchmarks/terser.js~529319:24802929-24802946,
terser.js~529543-529576:29-13,<builtin>~1-1:1-1,315,283,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~529545:24814236-24814273,
terser.js~184948-184951:5-5,terser.js~182529-182538:3-3,32,41,58,baseGetAllKeys,arrayPush,benchmarks/terser.js~184950:7105066-7105103,
terser.js~533109-533633:23-9,terser.js~524147-524149:17-9,6,2361,48,:anonymous,parent,benchmarks/terser.js~533430:25003548-25003566,
terser.js~530231-530275:17-17,terser.js~524169-524171:15-9,717,332,32,extract_args,self,benchmarks/terser.js~530232:24846552-24846568,
terser.js~178695-178704:19-1,<builtin>~1-1:1-1,1,157,8,:=>,Console.log,benchmarks/terser.js~178701-178703:6909774-6909867,
terser.js~528213-528225:28-9,<builtin>~1-1:1-1,1676,217,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~528215:24757767-24757787,
terser.js~523241-523248:5-5,terser.js~523809-523814:16-9,44,90,30,walk_body,_walk,benchmarks/terser.js~523244:24546890-24546908,
terser.js~529981-529983:9-9,<builtin>~1-1:1-1,225,123,18,can_be_evicted_from_block,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~529982:24831952-24831976,
terser.js~526620-526647:27-9,<function>~1-4:2-1,100,266,115,maybe_unary,anonymous,benchmarks/terser.js~526630:24694864-24694888,
terser.js~529068-529071:9-9,terser.js~528105-528107:21-13,48,41,39,need_constructor_parens,option,benchmarks/terser.js~529070:24792470-24792494,
<builtin>~1-1:1-1,terser.js~178706-178712:22-1,1,27,22,Function.prototype.apply,:=>,<builtin>~1:0,
terser.js~532650-532665:34-9,terser.js~532573-532591:34-13,52,90,140,:anonymous,:anonymous,benchmarks/terser.js~532653:24966084-24966127,
terser.js~534542-534568:26-9,<builtin>~1-1:1-1,46,197,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~534548:25062042-25062064,
terser.js~534843-534859:33-9,<builtin>~1-1:1-1,105,221,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~534848:25076256-25076282,
terser.js~523754-523757:41-13,terser.js~523766-523774:16-9,478,53,30,:anonymous,_walk,benchmarks/terser.js~523756:24569123-24569147,
terser.js~526948-526950:22-9,terser.js~526826-526840:41-13,939,43,106,:anonymous,:anonymous,benchmarks/terser.js~526949:24707472-24707500,
terser.js~196740-196743:28-7,lodash.templateSources[62]~1-13:1-2,1,51,10,result,:program,benchmarks/terser.js~196741:7480055-7480107,
terser.js~527917-527922:9-9,terser.js~528456-528461:32-13,648,36,21,with_parens,:anonymous,benchmarks/terser.js~527919:24745779-24745784,
terser.js~525971-526056:25-9,terser.js~524325-524327:5-5,2645,717,53,expr_atom,is_token,benchmarks/terser.js~526025:24672467-24672491,
terser.js~525266-525276:9-9,terser.js~524911-524913:9-9,10,57,17,for_in,expect,benchmarks/terser.js~525268:24642390-24642400,
terser.js~522992-522994:5-5,<builtin>~1-1:1-1,4049,34,42,push_uniq,Array.prototype.push,benchmarks/terser.js~522993:24537733-24537746,
terser.js~528382-528404:32-13,terser.js~527495-527506:40-13,12,165,107,:anonymous,AST_Node.print,benchmarks/terser.js~528385:24765383-24765405,
terser.js~524953-525146:38-9,terser.js~524880-524890:9-9,30,1067,114,statement,next,benchmarks/terser.js~525079:24635332-24635337,
terser.js~529053-529060:30-9,<builtin>~1-1:1-1,12,100,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~529059:24791947-24791969,
terser.js~524744-524806:9-9,terser.js~524373-524375:9-9,5,395,43,next_token,looking_at,benchmarks/terser.js~524746:24623047-24623062,
terser.js~530045-530508:13-13,<builtin>~1-1:1-1,218,610,18,collapse,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~530157:24842416-24842443,
terser.js~534140-534259:28-9,terser.js~523069-523072:5-5,12,924,48,:anonymous,all,benchmarks/terser.js~534210-534212:25045321-25045438,
terser.js~533798-534126:25-9,<function>~1-4:2-1,333,3834,99,:anonymous,anonymous,benchmarks/terser.js~533810:25021982-25022016,
terser.js~194889-194891:5-5,terser.js~187820-187824:5-5,12,29,71,forOwn,getIteratee,benchmarks/terser.js~194890:7421776-7421799,
terser.js~180243-180263:5-5,terser.js~195034-195036:5-5,16,223,27,emit,has,benchmarks/terser.js~180254:6957656-6957680,
terser.js~191554-191559:5-5,terser.js~187820-187824:5-5,6,96,71,reduce,getIteratee,benchmarks/terser.js~191558:7321582-7321605,
terser.js~526216-526291:9-9,terser.js~526217-526228:27-13,210,385,68,concise_method_or_getset,get_ast,benchmarks/terser.js~526252:24680852-24680871,
<builtin>~1-1:1-1,terser.js~523236-523238:41-13,7113,12,28,Function.prototype.call,:anonymous,<builtin>~1:0,
terser.js~528921-528953:29-9,terser.js~527864-527866:13-9,72,184,10,:anonymous,:anonymous,benchmarks/terser.js~528926:24786353-24786366,
<function>~3-3:8-205,<function>~3-3:8-205,10,8,141,AST_ForIn,AST_ForIn,<function>~3:32-229,
terser.js~531852-531855:29-13,terser.js~531797-531802:27-13,22,39,99,:anonymous,:anonymous,benchmarks/terser.js~531854:24925404-24925435,
